omim,disease,hpo_id,freq_value
OMIM:601358,intellectual_disability-sparse_hair-brachydactyly_syndrome,HP:0007946,0.5
OMIM:601358,intellectual_disability-sparse_hair-brachydactyly_syndrome,HP:0009765,0.3333333333333333
OMIM:601358,intellectual_disability-sparse_hair-brachydactyly_syndrome,HP:0012810,0.5
OMIM:601358,intellectual_disability-sparse_hair-brachydactyly_syndrome,HP:0045025,0.5
OMIM:603736,blepharophimosis_-_intellectual_disability_syndrome_SBBYS_type,HP:0000219,0.5
OMIM:603736,blepharophimosis_-_intellectual_disability_syndrome_SBBYS_type,HP:0000347,0.5
OMIM:603736,blepharophimosis_-_intellectual_disability_syndrome_SBBYS_type,HP:0000414,0.5
OMIM:603736,blepharophimosis_-_intellectual_disability_syndrome_SBBYS_type,HP:0000537,0.5
OMIM:603736,blepharophimosis_-_intellectual_disability_syndrome_SBBYS_type,HP:0000581,0.5
OMIM:605130,Wiedemann-Steiner_syndrome,HP:0000219,0.6363636363636364
OMIM:605130,Wiedemann-Steiner_syndrome,HP:0000286,0.4
OMIM:605130,Wiedemann-Steiner_syndrome,HP:0000316,0.5
OMIM:605130,Wiedemann-Steiner_syndrome,HP:0000343,0.5
OMIM:605130,Wiedemann-Steiner_syndrome,HP:0000347,0.6
OMIM:605130,Wiedemann-Steiner_syndrome,HP:0000414,1.0
OMIM:605130,Wiedemann-Steiner_syndrome,HP:0000431,0.8181818181818182
OMIM:605130,Wiedemann-Steiner_syndrome,HP:0000437,0.8
OMIM:605130,Wiedemann-Steiner_syndrome,HP:0000445,0.5
OMIM:605130,Wiedemann-Steiner_syndrome,HP:0000455,0.75
OMIM:605130,Wiedemann-Steiner_syndrome,HP:0000486,0.4
OMIM:605130,Wiedemann-Steiner_syndrome,HP:0000494,0.8333333333333334
OMIM:605130,Wiedemann-Steiner_syndrome,HP:0000574,0.9166666666666666
